324	Movies	\N	\N	2025-06-05 18:00:22.374479-05	2025-06-05 18:00:22.374485-05	\N	1	323
325	Concerts	\N	\N	2025-06-05 18:00:22.374764-05	2025-06-05 18:00:22.374767-05	\N	1	323
326	Sports Events	\N	\N	2025-06-05 18:00:22.375584-05	2025-06-05 18:00:22.375588-05	\N	1	323
327	Streaming Services	\N	\N	2025-06-05 18:00:22.37647-05	2025-06-05 18:00:22.376473-05	\N	1	323
328	Games	\N	\N	2025-06-05 18:00:22.376933-05	2025-06-05 18:00:22.376936-05	\N	1	323
329	Bills	\N	\N	2025-06-05 18:00:22.377538-05	2025-06-05 18:00:22.377541-05	\N	1	\N
330	Rent	\N	\N	2025-06-05 18:00:22.379031-05	2025-06-05 18:00:22.379034-05	\N	1	329
332	Internet	\N	\N	2025-06-05 18:00:22.379703-05	2025-06-05 18:00:22.379707-05	\N	1	329
333	Phone	\N	\N	2025-06-05 18:00:22.379968-05	2025-06-05 18:00:22.379972-05	\N	1	329
334	Insurance	\N	\N	2025-06-05 18:00:22.380305-05	2025-06-05 18:00:22.380307-05	\N	1	329
335	Salary	\N	\N	2025-06-05 18:00:22.380578-05	2025-06-05 18:00:22.380581-05	\N	1	\N
336	Monthly Salary	\N	\N	2025-06-05 18:00:22.381079-05	2025-06-05 18:00:22.381087-05	\N	1	335
338	Freelance	\N	\N	2025-06-05 18:00:22.381913-05	2025-06-05 18:00:22.381916-05	\N	1	335
340	Side Projects	\N	\N	2025-06-05 18:00:22.382375-05	2025-06-05 18:00:22.382378-05	\N	1	335
341	Shopping	\N	\N	2025-06-05 18:00:22.382672-05	2025-06-05 18:00:22.382675-05	\N	1	\N
342	Clothing	\N	\N	2025-06-05 18:00:22.383-05	2025-06-05 18:00:22.383005-05	\N	1	341
343	Electronics	\N	\N	2025-06-05 18:00:22.383333-05	2025-06-05 18:00:22.383338-05	\N	1	341
344	Home Goods	\N	\N	2025-06-05 18:00:22.383592-05	2025-06-05 18:00:22.383594-05	\N	1	341
347	Healthcare	\N	\N	2025-06-05 18:00:22.384568-05	2025-06-05 18:00:22.384573-05	\N	1	\N
348	Doctor Visits	\N	\N	2025-06-05 18:00:22.384889-05	2025-06-05 18:00:22.384893-05	\N	1	347
349	Pharmacy	\N	\N	2025-06-05 18:00:22.385123-05	2025-06-05 18:00:22.385126-05	\N	1	347
350	Dental	\N	\N	2025-06-05 18:00:22.385429-05	2025-06-05 18:00:22.385435-05	\N	1	347
351	Vision	\N	\N	2025-06-05 18:00:22.385677-05	2025-06-05 18:00:22.38568-05	\N	1	347
352	Fitness	\N	\N	2025-06-05 18:00:22.385907-05	2025-06-05 18:00:22.38591-05	\N	1	347
353	Education	\N	\N	2025-06-05 18:00:22.386151-05	2025-06-05 18:00:22.386154-05	\N	1	\N
354	Tuition	\N	\N	2025-06-05 18:00:22.386385-05	2025-06-05 18:00:22.386388-05	\N	1	353
356	Online Courses	\N	\N	2025-06-05 18:00:22.386891-05	2025-06-05 18:00:22.386894-05	\N	1	353
357	Workshops	\N	\N	2025-06-05 18:00:22.387224-05	2025-06-05 18:00:22.387232-05	\N	1	353
358	Certifications	\N	\N	2025-06-05 18:00:22.387565-05	2025-06-05 18:00:22.387569-05	\N	1	353
359	Investments	\N	\N	2025-06-05 18:00:22.387806-05	2025-06-05 18:00:22.387809-05	\N	1	\N
360	Stocks	\N	\N	2025-06-05 18:00:22.388071-05	2025-06-05 18:00:22.388074-05	\N	1	359
362	Crypto	\N	\N	2025-06-05 18:00:22.38855-05	2025-06-05 18:00:22.388553-05	\N	1	359
363	Real Estate	\N	\N	2025-06-05 18:00:22.388803-05	2025-06-05 18:00:22.388806-05	\N	1	359
364	Retirement	\N	\N	2025-06-05 18:00:22.389109-05	2025-06-05 18:00:22.389112-05	\N	1	359
365	Gifts	\N	\N	2025-06-05 18:00:22.389362-05	2025-06-05 18:00:22.389364-05	\N	1	\N
367	Holidays	\N	\N	2025-06-05 18:00:22.389908-05	2025-06-05 18:00:22.38991-05	\N	1	365
368	Weddings	\N	\N	2025-06-05 18:00:22.390157-05	2025-06-05 18:00:22.390159-05	\N	1	365
370	Charity	\N	\N	2025-06-05 18:00:22.390627-05	2025-06-05 18:00:22.39063-05	\N	1	365
377	Transportation	\N	\N	2025-06-05 18:03:20.597068-05	2025-06-05 18:03:20.59707-05	\N	1	\N
378	Gas	\N	\N	2025-06-05 18:03:20.597305-05	2025-06-05 18:03:20.597307-05	\N	1	377
379	Public Transport	\N	\N	2025-06-05 18:03:20.597623-05	2025-06-05 18:03:20.597626-05	\N	1	377
381	Ride Sharing	\N	\N	2025-06-05 18:03:20.598113-05	2025-06-05 18:03:20.598115-05	\N	1	377
382	Parking	\N	\N	2025-06-05 18:03:20.598394-05	2025-06-05 18:03:20.598396-05	\N	1	377
383	Entertainment	\N	\N	2025-06-05 18:03:20.598759-05	2025-06-05 18:03:20.598762-05	\N	1	\N
384	Movies	\N	\N	2025-06-05 18:03:20.599005-05	2025-06-05 18:03:20.599008-05	\N	1	383
385	Concerts	\N	\N	2025-06-05 18:03:20.599243-05	2025-06-05 18:03:20.599246-05	\N	1	383
386	Sports Events	\N	\N	2025-06-05 18:03:20.599511-05	2025-06-05 18:03:20.599514-05	\N	1	383
387	Streaming Services	\N	\N	2025-06-05 18:03:20.599796-05	2025-06-05 18:03:20.599798-05	\N	1	383
388	Games	\N	\N	2025-06-05 18:03:20.600028-05	2025-06-05 18:03:20.600031-05	\N	1	383
389	Bills	\N	\N	2025-06-05 18:03:20.600284-05	2025-06-05 18:03:20.600288-05	\N	1	\N
390	Rent	\N	\N	2025-06-05 18:03:20.601443-05	2025-06-05 18:03:20.601446-05	\N	1	389
391	Utilities	\N	\N	2025-06-05 18:03:20.601689-05	2025-06-05 18:03:20.601692-05	\N	1	389
392	Internet	\N	\N	2025-06-05 18:03:20.601919-05	2025-06-05 18:03:20.601921-05	\N	1	389
393	Phone	\N	\N	2025-06-05 18:03:20.602166-05	2025-06-05 18:03:20.602168-05	\N	1	389
394	Insurance	\N	\N	2025-06-05 18:03:20.602473-05	2025-06-05 18:03:20.602475-05	\N	1	389
395	Salary	\N	\N	2025-06-05 18:03:20.602703-05	2025-06-05 18:03:20.602705-05	\N	1	\N
396	Monthly Salary	\N	\N	2025-06-05 18:03:20.602921-05	2025-06-05 18:03:20.602924-05	\N	1	395
398	Freelance	\N	\N	2025-06-05 18:03:20.603355-05	2025-06-05 18:03:20.603358-05	\N	1	395
400	Side Projects	\N	\N	2025-06-05 18:03:20.603776-05	2025-06-05 18:03:20.603779-05	\N	1	395
401	Shopping	\N	\N	2025-06-05 18:03:20.603985-05	2025-06-05 18:03:20.603988-05	\N	1	\N
402	Clothing	\N	\N	2025-06-05 18:03:20.60427-05	2025-06-05 18:03:20.604277-05	\N	1	401
403	Electronics	\N	\N	2025-06-05 18:03:20.604602-05	2025-06-05 18:03:20.604606-05	\N	1	401
404	Home Goods	\N	\N	2025-06-05 18:03:20.604857-05	2025-06-05 18:03:20.60486-05	\N	1	401
407	Healthcare	\N	\N	2025-06-05 18:03:20.605546-05	2025-06-05 18:03:20.605549-05	\N	1	\N
408	Doctor Visits	\N	\N	2025-06-05 18:03:20.605762-05	2025-06-05 18:03:20.605764-05	\N	1	407
409	Pharmacy	\N	\N	2025-06-05 18:03:20.606596-05	2025-06-05 18:03:20.606599-05	\N	1	407
410	Dental	\N	\N	2025-06-05 18:03:20.607122-05	2025-06-05 18:03:20.607125-05	\N	1	407
411	Vision	\N	\N	2025-06-05 18:03:20.607343-05	2025-06-05 18:03:20.607346-05	\N	1	407
412	Fitness	\N	\N	2025-06-05 18:03:20.607564-05	2025-06-05 18:03:20.607567-05	\N	1	407
413	Education	\N	\N	2025-06-05 18:03:20.607828-05	2025-06-05 18:03:20.607832-05	\N	1	\N
414	Tuition	\N	\N	2025-06-05 18:03:20.608051-05	2025-06-05 18:03:20.608054-05	\N	1	413
416	Online Courses	\N	\N	2025-06-05 18:03:20.608494-05	2025-06-05 18:03:20.608496-05	\N	1	413
417	Workshops	\N	\N	2025-06-05 18:03:20.608774-05	2025-06-05 18:03:20.608777-05	\N	1	413
418	Certifications	\N	\N	2025-06-05 18:03:20.608996-05	2025-06-05 18:03:20.608999-05	\N	1	413
419	Investments	\N	\N	2025-06-05 18:03:20.609451-05	2025-06-05 18:03:20.609453-05	\N	1	\N
420	Stocks	\N	\N	2025-06-05 18:03:20.609712-05	2025-06-05 18:03:20.609716-05	\N	1	419
422	Crypto	\N	\N	2025-06-05 18:03:20.610205-05	2025-06-05 18:03:20.610208-05	\N	1	419
423	Real Estate	\N	\N	2025-06-05 18:03:20.610421-05	2025-06-05 18:03:20.610424-05	\N	1	419
424	Retirement	\N	\N	2025-06-05 18:03:20.610637-05	2025-06-05 18:03:20.610639-05	\N	1	419
425	Gifts	\N	\N	2025-06-05 18:03:20.610849-05	2025-06-05 18:03:20.610852-05	\N	1	\N
427	Holidays	\N	\N	2025-06-05 18:03:20.611288-05	2025-06-05 18:03:20.611291-05	\N	1	425
428	Weddings	\N	\N	2025-06-05 18:03:20.611518-05	2025-06-05 18:03:20.611521-05	\N	1	425
430	Charity	\N	\N	2025-06-05 18:03:20.611958-05	2025-06-05 18:03:20.611961-05	\N	1	425
